Henriettea membranifolia	(Cogn.) Alain	thinleaf camasey
Henriettea squamulosum	(Cogn.) W.S. Judd	jusillo
Herissantia crispa	(L.) Briz.	bladdermallow
Hernandia sonora	L.	mago
Hesperocyparis arizonica	(Greene) Bartel	Arizona cypress
Hesperocyparis macrocarpa	(Hartw.) Bartel	Monterey cypress
Heteranthera limosa	(Sw.) Willd.	blue mudplantain
Heteranthera reniformis	Ruiz & Pav.	kidneyleaf mudplantain
Heteropogon contortus	(L.) P. Beauv. ex Roem. & Schult.	tanglehead
Heteropterys laurifolia	(L.) A. Juss.	dragon withe
Heteropterys purpurea	(L.) Kunth	bull withe
Heteropterys wydleriana	A. Juss.	ahorca caballo
Hibiscus acetosella	Welw. ex Hiern.	African rosemallow
Hibiscus bifurcatus	Cav.	fork-bracted rosemallow
Hibiscus cannabinus	L.	brown Indianhemp
Hibiscus clypeatus	L.	Congo mahoe
Hibiscus elatus	Sw.	mahoe
Hibiscus furcellatus	Lam.	lindenleaf rosemallow
Hibiscus furcellatus var. youngianus	Lam.	lindenleaf rosemallow
Hibiscus pernambucensis	Arruda	seaside mahoe
Hibiscus phoeniceus	Jacq.	Brazilian rosemallow
Hibiscus rosa-sinensis	L.	shoeblackplant
Hibiscus sabdariffa	L.	roselle
Hibiscus schizopetalus	(Dyer) Hook. f.	fringed rosemallow
Hibiscus trilobus	Aubl.	threelobe rosemallow
Hillia parasitica	Jacq.	tibey trepador
Hippeastrum puniceum	(Lam.) Kuntze	Barbados lily
Hippobroma longiflora	(L.) G. Don	madamfate
Hippocratea volubilis	L.	medicine vine
Hippomane mancinella	L.	manchineel
Hirtella rugosa	Thuill. ex Pers.	teta de burra cinarron
Hirtella triandra	Sw.	pigeonberry
Histiopteris incisa	(Thunb.) J. Sm.	batwing fern
Hohenbergia antillana	Mez	Antilles lacebark
Hohenbergia attenuata	Britton	longtip lacebark
Hohenbergia portoricensis	Mez	Puerto Rico lacebark
Holcus lanatus	L.	common velvetgrass
Holmskioldia sanguinea	Retz.	Chinese hatplant
Homalium racemosum	Jacq.	white cogwood
Homalocladium platycladum	(F. Muell.) L.H. Bailey	ribbonbush
Homolepis glutinosa	(Sw.) F. Zuloaga & Soderstr.	sticky panicgrass
Hoya carnosa	(L. f.) R. Br.	porcelainflower
Huperzia acerosa	(Sw.) Holub	Puerto Rico clubmoss
Huperzia aqualupiana	(Spring) Rothm.	treetrunk clubmoss
Huperzia dichotoma	(Jacq.) Trevis.	hanging clubmoss
Huperzia funiformis	(Cham. ex Spring) Trevis.	royal clubmoss
Huperzia linifolia	(L.) Trevis.	needleleaf clubmoss
Huperzia lucidula	(Michx.) Trevis.	shining clubmoss
Huperzia reflexa	(Lam.) Trevis.	Antilles clubmoss
Huperzia sintenisii	(Herter) Holub	Sintenis' clubmoss
Huperzia taxifolia	(Sw.) Trevis.	yewleaf clubmoss
Huperzia tenuicaulis	(Underw. & Lloyd) B. Pllg.	narrowleaf clubmoss
Huperzia wilsonii	(Underw. & Lloyd) B. Pllg.	Wilson's clubmoss
Hura crepitans	L.	sandbox tree
Hybanthus linearifolius	(Vahl) Urb.	chancleta
Hydrocleys nymphoides	(Humb. & Bonpl. ex Willd.) Buchenau	waterpoppy
Hydrocotyle bonariensis	Comm. ex Lam.	largeleaf pennywort
Hydrocotyle hirsuta	Sw.	yerba de clavo
Hydrocotyle prolifera	Kellogg	whorled marshpennywort
Hydrocotyle pusilla	A. Rich.	tropical marshpennywort
Hydrocotyle umbellata	L.	manyflower marshpennywort
Hyeronima clusioides	(Tul.) Griseb.	cedro macho
Hygrophila costata	Nees	yerba de hicotea
Hylocereus trigonus	(Haw.) Saff.	strawberry-pear
Hylocereus undatus	(Haw.) Britton & Rose	nightblooming cactus
Hymenachne amplexicaulis	(Rudge) Nees	West Indian marsh grass
Hymenaea courbaril	L.	stinkingtoe
Hymenocallis caribaea	(L.) Herb.	Caribbean spiderlily
Hymenocallis expansa	(Herb.) Herb.	West Indian spiderlily
Hymenocallis latifolia	(Mill.) M. Roem.	perfumed spiderlily
Hymenophyllum asplenioides	(Sw.) Sw.	Caribbean filmy fern
Hymenophyllum axillare	Sw.	axillary filmy fern
Hymenophyllum brevifrons	Kunze	Antilles filmy fern
Hymenophyllum decurrens	(Jacq.) Sw.	Sierra de Luquillo filmy fern
Hymenophyllum fragile	(Hedw.) Morton	fragile filmy fern
Hymenophyllum fucoides	(Sw.) Sw.	graceful filmy fern
Hymenophyllum hirsutum	(L.) Sw.	hairy filmy fern
Hymenophyllum lanatum	Fée	woolly filmy fern
Hymenophyllum lineare	(Sw.) Sw.	longtom filmy fern
Hymenophyllum macrothecum	Fée	mountain filmy fern
Hymenophyllum microcarpum	Desv.	creeping filmy fern
Hymenophyllum paucicarpum	Jenman	Jamaican filmy fern
Hymenophyllum polyanthos	(Sw.) Sw.	smooth filmy fern
Hymenophyllum sieberi	(C. Presl) Bosch	Sieber's filmy fern
Hymenophyllum tegularis	(Desv.) Proctor & Lourteig	elegant filmy fern
Hymenophyllum undulatum	(Sw.) Sw.	wavy filmy fern
Hyparrhenia rufa	(Nees) Stapf	jaraguagrass
Hypelate trifoliata	Sw.	inkwood
Hyperbaena domingensis	(DC.) Benth.	forest snakevine
Hyperbaena laurifolia	(Poir.) Urb.	limestone snakevine
Hypericum diosmoides	Griseb.	Puerto Rico St. Johnswort
Hypericum hypericoides	(L.) Crantz	St. Andrew's cross
Hypoderris brownii	J. Sm.	hairvein fern
Hypoestes phyllostachya	Baker	polkadot-plant
Hypogynium virgatum	(Desv. ex Ham.) Dandy	West Indian bluestem
Hypolepis nigrescens	Hook.	black beadfern
Hypolepis repens	(L.) C. Presl	bramblefern
Hypolepis tenerrima	Maxon	royal beadfern
Hypolepis urbanii	Brause	ponce beadfern
Hypoxis decumbens	L.	coquí
Hypoxis wrightii	(Baker) Brackett	Wright's star-grass
Hyptis americana	(Poit.) Briq.	American bushmint
Hyptis atrorubens	Poit.	marubio oscuro
Hyptis capitata	Jacq.	false ironwort
Hyptis escobilla	Urb.	bayamon
Hyptis lantanifolia	Poit.	island bushmint
Hyptis pectinata	(L.) Poit.	comb bushmint
Hyptis spicigera	Lam.	marubio
Hyptis suaveolens	(L.) Poit.	pignut
Hyptis verticillata	Jacq.	John Charles
Ichnanthus nemorosus	(Sw.) Döll	creeping bedgrass
Ichnanthus pallens	(Sw.) Munro ex Benth.	caruzo
Ichnanthus pallens var. majus	(Sw.) Munro ex Benth.	caruzo
Ichnanthus pallens var. pallens	(Sw.) Munro ex Benth.	caruzo
Ichnanthus tenuis	(J. Presl) Hitchc. & Chase	forest bedgrass
Ilex cassine	L.	dahoon
Ilex cassine var. cassine	L.	dahoon
Ilex cookii	Britton & P. Wilson	te
Ilex guianensis	(Aubl.) Kuntze	maconcona
Ilex hypaneura	Loes.	Luquillo Mountain holly
Ilex krugiana	Loes.	tawnyberry holly
Ilex macfadyenii	(Walp.) Rehder	Caribbean holly
Ilex nitida	(Vahl) Maxim.	Puerto Rico holly
Ilex obcordata	Sw.	cuero de sapo
Ilex obcordata var. obcordata	Sw.	cuero de sapo
Ilex obcordata var. vaccinioides	Sw.	cuero de sapo
Ilex sideroxyloides	(Sw.) Griseb.	gongolin
Ilex sideroxyloides var. occidentalis	(Sw.) Griseb.	gongolin
Ilex sideroxyloides var. sideroxyloides	(Sw.) Griseb.	gongolin
Ilex urbaniana	Loes.	Urban's holly
Ilex urbaniana var. urbaniana	Loes.	Urban's holly
Impatiens balsamina	L.	spotted snapweed
Impatiens walleriana	Hook. f.	buzzy lizzy
Imperata brasiliensis	Trin.	Brazilian satintail
Imperata contracta	(Kunth) Hitchc.	guayanilla
Indigofera guatemalensis	Moc. & Sessé ex Prain & Backer	Guatemalan indigo
Indigofera hirsuta	L.	hairy indigo
Indigofera suffruticosa	Mill.	anil de pasto
Indigofera tinctoria	L.	true indigo
Inga ingoides	(Rich.) Willd.	icecream bean
Inga laurina	(Sw.) Willd.	sacky sac bean
Inga nobilis	Willd.	guama venezolano
Inga vera	Willd.	river koko
Ionopsis satyrioides	(Sw.) Rchb. f.	fleshyleaf violet orchid
Ionopsis utricularioides	(Sw.) Lindl.	delicate violet orchid
Ipomoea alba	L.	tropical white morning-glory
Ipomoea aquatica	Forssk.	swamp morning-glory
Ipomoea batatas	(L.) Lam.	sweetpotato
Ipomoea calantha	Griseb.	moonvine
Ipomoea carnea	Jacq.	gloria de la manana
Ipomoea hederifolia	L.	scarletcreeper
Ipomoea horsfalliae	Hook.	Lady Doorly's morning-glory
Ipomoea imperati	(Vahl) Griseb.	beach morning-glory
Ipomoea indica	(Burm. f.) Merr.	oceanblue morning-glory
Ipomoea krugii	Urb.	Krug's white morning-glory
Ipomoea meyeri	(Spreng.) G. Don	Meyer's morning-glory
Ipomoea microdactyla	Griseb.	calcareous morning-glory
Ipomoea nil	(L.) Roth	whiteedge morning-glory
Ipomoea ochracea	(Lindl.) G. Don	fence morning-glory
Ipomoea pes-caprae	(L.) R. Br.	bayhops
Ipomoea purpurea	(L.) Roth	tall morning-glory
Ipomoea quamoclit	L.	cypressvine
Ipomoea repanda	Jacq.	bejuco colorado
Ipomoea setifera	Poir.	bejuco de puerco
Ipomoea steudelii	Millsp.	Steudel's morning-glory
Ipomoea tenuissima	Choisy	rockland morning-glory
Ipomoea tiliacea	(Willd.) Choisy	Bejuco de puerco
Ipomoea tricolor	Cav.	grannyvine
Ipomoea triloba	L.	littlebell
Ipomoea violacea	L.	beach moonflower
Ipomoea wrightii	A. Gray	Wright's morning-glory
Iresine angustifolia	Euph.	white snowplant
Iresine argentata	(Mart.) D. Dietr.	tropical bloodleaf
Iresine diffusa	Humb. & Bonpl. ex Willd.	Juba's bush
Iresine flavescens	Humb. & Bonpl. ex Willd.	yellow bloodleaf
Iresine herbstii	Hook.	Herbst's bloodleaf
Iresine lindenii	Van Houtte	Linden's bloodleaf
Isachne angustifolia	Nash	yerba de alambre
Isochilus linearis	(Jacq.) R. Br.	narrowleaf equallip orchid
Ixora acuminata	Roxb.	bola de nieve
Ixora coccinea	L.	scarlet jungleflame
Ixora ferrea	(Jacq.) Benth.	palo de hierro
Ixora thwaitesii	Hook. f.	white jungleflame
Jacaranda mimosifolia	D. Don	black poui
Jacquemontia cayensis	Britton	sandyplain clustervine
Jacquemontia cumanensis	(Kunth) Kuntze	thicket clustervine
Jacquemontia havanensis	(Jacq.) Urb.	Havana clustervine
Jacquemontia ovalifolia	(Vahl ex West) Hallier f.	oval-leaf clustervine
Jacquemontia pentanthos	(Jacq.) G. Don	skyblue clustervine
Jacquemontia solanifolia	(L.) Hallier	cambustera de costa
Jacquemontia tamnifolia	(L.) Griseb.	hairy clustervine
Jacquemontia verticillata	(L.) Urb.	whorled clustervine
Jacquinia armillaris	Jacq.	braceletwood
Jacquinia berteroi	Spreng.	bois bande
Jacquinia pauciflora	B. Stähl & F. Axelrod	thicketwood
Jacquinia umbellata	A. DC.	chirriador
Jacquiniella globosa	(Jacq.) Schltr.	redblotch tufted orchid
Jacquiniella teretifolia	(Sw.) Britton & P. Wilson	moss tufted orchid
Jaltomata antillana	(Krug & Urb.) D'Arcy	Antilles false holly
Jasminum fluminense	Vell.	jazmin de trapo
Jasminum multiflorum	(Burm. f.) Andrews	star jasmine
Jasminum officinale	L.	poet's jasmine
Jasminum sambac	(L.) Aiton	Arabian jasmine
Jatropha curcas	L.	Barbados nut
Jatropha gossypiifolia	L.	bellyache bush
Jatropha gossypiifolia var. gossypiifolia	L.	bellyache bush
Jatropha hernandiifolia var. hernandiifolia	Vent.	wild oilnut
Jatropha hernandiifolia var. portoricensis	Vent.	wild oilnut
Jatropha hernandiifolia	Vent.	wild oilnut
Jatropha integerrima	Jacq.	peregrina
Jatropha integerrima var. hastata	Jacq.	peregrina
Jatropha integerrima var. integerrima	Jacq.	peregrina
Jatropha multifida	L.	coralbush
Jatropha podagrica	Hook.	goutystalk nettlespurge
Juglans jamaicensis	C. DC.	West Indian walnut
Juncus dichotomus	Elliott	forked rush
Juncus effusus	L.	common rush
Juncus effusus var. solutus	L.	lamp rush
Juncus tenuis	Willd.	poverty rush
Justicia borinquensis	Britton	Monte Cerrote water-willow
Justicia comata	(L.) Lam.	marsh water-willow
Justicia culebritae	Urb.	Culebrita Island water-willow
Justicia martinsoniana	Howard	Puerto Rico water-willow
Justicia mirabiloides	Lam.	West Indian water-willow
Justicia pectoralis	Jacq.	freshcut
Justicia sphaerosperma	Vahl.	tropical waterwillow
Kaempferia rotunda	L.	kaempferia
Kalanchoe blossfeldiana	Poelln.	Madagascar widow's-thrill
Kalanchoe daigremontiana	Raym.-Hamet & H. Perrier	devil's backbone
Kalanchoe delagoensis	Eckl. & Zeyh.	chandelier plant
Kalanchoe fedtschenkoi	Raym.-Hamet & H. Perrier	lavender scallops
Kalanchoe integra	(Medik.) Kuntze	neverdie
Kalanchoe integra var. verea	(Medik.) Kuntze	neverdie
Kalanchoe pinnata	(Lam.) Pers.	cathedral bells
Kallstroemia maxima	(L.) Hook. & Arn.	big caltrop
Kallstroemia pubescens	(G. Don) Dandy	Caribbean caltrop
Khaya anthotheca	(Welw.) C. DC.	Nyasaland mahogany
Khaya senegalensis	(Desr.) A. Juss.	Senegal mahogany
Kigelia africana	(Lam.) Benth.	sausage tree
Kleinhovia hospita	L.	guest tree
Koanophyllon dolicholepis	(Urb.) R.M. King & H. Rob.	oreganillo
Koanophyllon droserolepis	(B.L. Rob.) R.M. King & H. Rob.	Monte Torrecilla thoroughwort
Koanophyllon polyodon	(Urb.) R.M. King & H. Rob.	islandthicket thoroughwort
Koellensteinia graminea	(Lindl.) Rchb. f.	grassleaf orchid
Krameria ixine	L.	abrojo colorado
Krugiodendron ferreum	(Vahl) Urb.	leadwood
Kyllinga brevifolia	Rottb.	shortleaf spikesedge
Kyllinga nemoralis	(J.R. Forst. & G. Forst.) Dandy ex Hutch. & Dalziel	whitehead spikesedge
Kyllinga odorata	Vahl	fragrant spikesedge
Kyllinga pumila	Michx.	low spikesedge
Kyllinga tibialis	Ledeb.	Peruvian spikesedge
Kyllinga vaginata	Lam.	Carribean island spikesedge
Lablab purpureus	(L.) Sweet	hyacinthbean
Lactuca floridana	(L.) Gaertn.	woodland lettuce
Lactuca floridana var. floridana	(L.) Gaertn.	woodland lettuce
Lactuca sativa	L.	garden lettuce
Laetia procera	(Poepp.) Eichl.	cuero de rana
Lagascea mollis	Cav.	silkleaf
Lagenaria siceraria	(Molina) Standl.	bottle gourd
Lagenocarpus guianensis	Lindl. & Nees	burr sedge
Lagerstroemia indica	L.	crapemyrtle
Lagerstroemia speciosa	(L.) Pers.	pride of India
Laguncularia racemosa	(L.) C.F. Gaertn.	white mangrove
Landoltia punctata	(G. Mey.) D.H. Les & D.J. Crawford	dotted duckmeat
Lantana camara	L.	lantana
Lantana exarata	Urb. & Ekman	Caribbean shrubverbena
Lantana involucrata	L.	buttonsage
Lantana involucrata var. involucrata	L.	buttonsage
Lantana involucrata var. odorata	L.	fragrant buttonsage
Lantana montevidensis	(Spreng.) Briq.	trailing shrubverbena
Lantana reticulata	Pers.	netted shrubverbena
Lantana strigosa	(Griseb.) Urb.	rough shrubverbena
Lantana trifolia	L.	threeleaf shrubverbena
Lantana urticifolia	Mill.	nettleleaf shrubverbena
Laplacea portoricensis	(Krug & Urb.) Dyer	nino de cota
Laportea aestuans	(L.) Chew	West Indian woodnettle
Lasiacis divaricata	(L.) Hitchc.	smallcane
Lasiacis grisebachii	(Nash) Hitchc.	Grisebach's tribisee
Lasiacis ligulata	Hitchc. & Chase	thicket tribisee
Lasiacis sloanei	(Griseb.) Hitchc.	Sloane's tribisee
Lasiacis sorghoidea	(Desv. ex Ham.) Hitchc. & Chase	woodland tribisee
Lasiacis sorghoidea var. patentiflora	(Desv. ex Ham.) Hitchc. & Chase	woodland tribisee
Lasiacis sorghoidea var. sorghoidea	(Desv. ex Ham.) Hitchc. & Chase	woodland tribisee
Lasianthus lanceolatus	(Griseb.) G. Maza	mata de peo
Lastreopsis effusa	(Sw.) Tindale	false shieldfern
Launaea intybacea	(Jacq.) P. Beauv.	achicoria azul
Lawsonia inermis	L.	henna
Leandra krugiana	(Cogn.) W.S. Judd & Skean	Krug's roughleaf
Leandra krugii	(Cogn.) W.S. Judd & Skean	Mt. Cerrote angleflower
Leersia hexandra	Sw.	southern cutgrass
Leersia monandra	Sw.	bunch cutgrass
Lellingeria hartii	(Jenman) A.R. Sm. & R.C. Moran	Hart's lellingeria
Lellingeria myosuroides	(Sw.) A.R. Sm. & R.C. Moran	mouseear lellingeria
Lellingeria suspensa	(L.) A.R. Sm. & R.C. Moran	Jamaican lellingeria
Lemna aequinoctialis	Welw.	lesser duckweed
Lemna minuta	Kunth	least duckweed
Lemna perpusilla	Torr.	minute duckweed
Lemna valdiviana	Phil.	valdivia duckweed
Leochilus puertoricensis	M.W. Chase	Puerto Rico smoothlip orchid
Leonotis nepetifolia	(L.) R. Br.	Christmas candlestick
Leonurus sibiricus	L.	honeyweed
Lepanthes caritensis	Tremblay & Ackerman	Carite babyboot orchid
Lepanthes dodiana	Stimson	island babyboot orchid
Lepanthes eltoroensis	Stimson	Luquillo Mountain babyboot orchid
Lepanthes rubripetala	Stimson	forest babyboot orchid
Lepanthes rupestris	Stimson	rock babyboot orchid
Lepanthes sanguinea	Hook.	Jamaican babyboot orchid
Lepanthes selenitepala	Rchb. f.	mountain babyboot orchid
Lepanthes veleziana	Stimson	Puerto Rico babyboot orchid
Lepanthes veleziana var. retusicolumna	Stimson	Puerto Rico babyboot orchid
Lepanthes veleziana var. veleziana	Stimson	Puerto Rico babyboot orchid
Lepanthes woodburyana	Stimson	Woodbury's babyboot orchid
Lepanthopsis melanantha	(Rchb. f.) Ames	tiny orchid
Lepianthes peltata	(L.) Raf.	monkey's hand
Lepidium pinnatisectum	(O.E. Schulz) C.L. Hitchc.	tansy pepperweed
Lepidium virginicum	L.	Virginia pepperweed
Lepidium virginicum var. virginicum	L.	Virginia pepperweed
Leptocereus grantianus	Britton	sebucan
Leptocereus quadricostatus	(Bello) Britton & Rose	pitahaya
Leptochloa fusca	(L.) Kunth	Malabar sprangletop
Leptochloa nealleyi	Vasey	Nealley's sprangletop
Leptochloa panicea	(Retz.) Ohwi	mucronate sprangletop
Leptochloa panicoides	(J. Presl) Hitchc.	Amazon sprangletop
Leptochloa scabra	Nees	rough sprangletop
Leptochloa virgata	(L.) P. Beauv.	Judd's grass
Leptochloopsis virgata	(Poir.) Yates	limestone grass
Leptocoryphium lanatum	(Kunth) Nees	lanilla
Leucanthemum maximum	(Ramond) DC.	max chrysanthemum
Leucothrinax morrisii	(H. Wendl.) C.Lewis & Zona	Key thatch palm
Licania rigida	Benth.	oiticica
Licaria brittoniana	Allen & Gregory	Maria laurel
Licaria parvifolia	(Lam.) Kosterm.	Puerto Rico cinnamon
Licaria triandra	(Sw.) Kosterm.	pepperleaf sweetwood
Ligustrum japonicum	Thunb.	Japanese privet
Ligustrum ovalifolium	Hassk.	California privet
Ligustrum sinense	Lour.	Chinese privet
Limnobium laevigatum	(Humb. & Bonpl. ex Willd.) Heine	West Indian spongeplant
Lindernia crustacea	(L.) F. Muell.	Malaysian false pimpernel
Lindernia diffusa	(L.) Wettst.	spreading false pimpernel
Lindernia dubia	(L.) Pennell	yellowseed false pimpernel
Lindernia dubia var. dubia	(L.) Pennell	yellowseed false pimpernel
Lindsaea lancea	(L.) Bedd.	woodland necklace fern
Lindsaea portoricensis	Desv.	Puerto Rico necklace fern
Lindsaea quadrangularis	Raddi	mountain necklace fern
Lindsaea stricta	(Sw.) Dryand. ex Sm.	smallstalk necklace fern
Lindsaea stricta var. jamesoniiformis	(Sw.) Dryand. ex Sm.	smallstalk necklace fern
Liparis elata	Lindl.	pantropical widelip orchid
Liparis saundersiana	Rchb. f.	Saunders' widelip orchid
Liparis vexillifera	(Llave & Lex.) Cogn.	tropical widelip orchid
Lipocarpha micrantha	(Vahl) G. Tucker	smallflower halfchaff sedge
Lippia alba	(Mill.) N.E. Br. ex Britton & P. Wilson	bushy lippia
Lippia micromera	Schauer	Spanish thyme
Lippia micromera var. helleri	Schauer	Spanish thyme
Lisianthius laxiflorus	Urb.	campanilla amarilla
Lithachne pauciflora	(Sw.) P. Beauv.	diente de perro
Lithophila muscoides	Sw.	talustuft
Lobelia cliffortiana	L.	cardenala azul
Lobelia portoricensis	(Vatke) Urb.	tibey tupa
Lobelia robusta	Graham	robust lobelia
Lobelia robusta var. portoricensis	Graham	robust lobelia
Lobelia rotundifolia	Juss. ex A. DC.	roundleaf lobelia
Lobelia vivaldii	Lammers & Proctor	Vivald's lobelia
Lolium perenne	L.	perennial ryegrass
Lomagramma guianensis	(Aubl.) Ching	Guiana fern
Lomariopsis amydrophlebia	(Slosson ex Maxon) Holttum	royal fringedfern
Lomariopsis kunzeana	(C. Presl ex Underw.) Holttum	hollyleaf fringedfern
Lomariopsis sorbifolia	(L.) Fée	acacia fringedfern
Lonchitis hirsuta	L.	tomato fern
Lonchocarpus domingensis	(Turp. ex Pers.) DC.	geno geno
Lonchocarpus glaucifolius	Urb.	geno
Lonchocarpus heptaphyllus	(Poir.) DC.	broadleaf lancepod
Lonicera japonica	Thunb.	Japanese honeysuckle
Lophosoria quadripinnata	(J.F. Gmel.) C. Chr.	diamondleaf fern
Lophospermum erubescens	D. Don	Mexican twist
Lucya tetrandra	(L.) K. Schum.	false bluet
Ludwigia decurrens	Walter	wingleaf primrose-willow
Ludwigia erecta	(L.) H. Hara	yerba de jicotea
Ludwigia leptocarpa	(Nutt.) H. Hara	anglestem primrose-willow
Ludwigia octovalvis	(Jacq.) P.H. Raven	Mexican primrose-willow
Ludwigia palustris	(L.) Elliott	marsh seedbox
Ludwigia peploides	(Kunth) P.H. Raven	floating primrose-willow
Ludwigia peruviana	(L.) H. Hara	Peruvian primrose-willow
Luehea speciosa	Willd.	luehea
Luffa acutangula	(L.) Roxb.	sinkwa towelsponge
Luffa aegyptiaca	Mill.	sponge gourd
Lunania ekmanii	Urb.	mendrina
Lycaste barringtoniae	(Sm.) Lindl.	bee orchid
Lycianthes virgata	(Lam.) Bitter	berengena de paloma
Lycium tweedianum	Griseb.	tropical desert-thorn
Lycium tweedianum var. chrysocarpum	Griseb.	tropical desert-thorn
Lycopodiella caroliniana	(L.) Pic. Serm.	slender clubmoss
Lycopodiella caroliniana var. caroliniana	(L.) Pic. Serm.	slender clubmoss
Lycopodiella caroliniana var. meridionalis	(L.) Pic. Serm.	slender clubmoss
Lycopodiella cernua	(L.) Pic. Serm.	staghorn clubmoss
Lycopodiella cernua var. cernua	(L.) Pic. Serm.	staghorn clubmoss
Lycopodiella cernua var. curvata	(L.) Pic. Serm.	staghorn clubmoss
Lycopodium clavatum	L.	running clubmoss
Lygodium japonicum	(Thunb.) Sw.	Japanese climbing fern
Lyonia rubiginosa	(Pers.) G. Don	St. Thomas staggerbush
Lyonia rubiginosa var. stahlii	(Pers.) G. Don	Stahl's staggerbush
Lyonia truncata	Urb.	Dominican staggerbush
Lyonia truncata var. proctorii	Urb.	Proctor's staggerbush
Macadamia integrifolia	Maiden & Betche	macadamia nut
Macfadyena unguis-cati	(L.) A.H. Gentry	catclawvine
Machaerina restioides	(Sw.) Vahl	forest twigrush
Machaerium lunatum	(L. f.) Ducke	palo de hoz
Machaonia portoricensis	Baill.	Puerto Rico alfilerillo
Maclura tinctoria	(L.) D. Don ex Steud.	fustictree
Macroptilium atropurpureum	(Moc. & Sessé ex DC.) Urb.	purple bushbean
Macroptilium lathyroides	(L.) Urb.	wild bushbean
Macrothelypteris torresiana	(Gaudich.) Ching	swordfern
Maesopsis eminii	Engl.	umbrella-tree
Magnolia grandiflora	L.	southern magnolia
Magnolia portoricensis	Bello	Puerto Rico magnolia
Magnolia splendens	Urb.	laurel magnolia
Malachra alceifolia	Jacq.	yellow leafbract
Malachra capitata	(L.) L.	malva de caballo
Malachra fasciata	Jacq.	roadside leafbract
Malachra radiata	L.	tropical leafbract
Malaxis major	(Rchb. f.) Léon ex A.D. Hawkes	royal adder's-mouth orchid
Malaxis massonii	(Ridley) Kuntze	Masson's adder's-mouth orchid
Malaxis spicata	Sw.	Florida adder's-mouth orchid
Malpighia coccigera	L.	Singapore holly
Malpighia emarginata	Sessé & Moc. ex DC.	Barbados cherry
Malpighia fucata	Ker Gawl.	palo bronco
Malpighia infestissima	Rich. ex Nied.	cowhage cherry
Malpighia linearis	Jacq.	bastard cherry
Malpighia setosa	Spreng.	bristly stingingbush
Malpighia woodburyana	Vivaldi	Woodbury's stingingbush
Malvastrum americanum	(L.) Torr.	Indian Valley false mallow
Malvastrum corchorifolium	(Desv.) Britton ex Small	false mallow
Malvastrum coromandelianum	(L.) Garcke	threelobe false mallow
Malvaviscus arboreus	Dill. ex Cav.	wax mallow
Malvaviscus arboreus var. arboreus	Dill. ex Cav.	wax mallow
Malvaviscus penduliflorus	DC.	mazapan
Mammea americana	L.	mammee apple
Mammillaria nivosa	Link ex N.E. Pfeiffer	woolly nipple cactus
Mangifera indica	L.	mango
Manihot esculenta	Crantz	cassava
Manilkara bidentata	(A. DC.) A. Chev	bulletwood
Manilkara pleeana	(Pierre ex Baill.) Cronquist	zapote de costa
Manilkara valenzuela	(A. Rich.) T.D. Penn.	nisperillo
Manilkara zapota	(L.) P. Royen	sapodilla
Mansoa alliacea	(Lam.) A.H. Gentry	garlicvine
Mappia racemosa	Jacq.	palo de cana
Maranta arundinacea	L.	arrowroot
Marcgravia rectiflora	Triana & Planch.	bejuco de lira
Marcgravia sintenisii	Urb.	shingleplant
Margaritaria nobilis	L. f.	bastard hogberry
Marlierea sintenisii	Kiaersk.	beruquillo
Marsdenia elliptica	Decne.	jungle netvine
Marsdenia woodburyana	Acev.-Rodr.	Woodbury's netvine
Marsilea ancylopoda	A. Braun	tropical waterclover
Marsilea polycarpa	Hook. & Grev.	Guayanan waterclover
Marsypianthes chamaedrys	(Vahl) Kuntze	ortela
Martynia annua	L.	una de gato
Matayba domingensis	(DC.) Radlk.	negra lora
Matelea borinquensis	Alain	San Lorenzo milkvine
Matelea maritima	(Jacq.) Woodson	beach milkvine
Matelea sintenisii	(Schltr.) Woodson	Sintenis' milkvine
Matelea variifolia	(Schltr.) Woodson	variableleaf milkvine
Maxillaria acutifolia	Lindl.	rufous tiger orchid
Maxillaria coccinea	(Jacq.) L.O. Williams ex Hodge	flame orchid
Maxillaria parviflora	(Poepp. & Endl.) Garay	purple tiger orchid
Maytenus cymosa	Krug & Urb.	Caribbean mayten
Maytenus elongata	(Urb.) Britton	Puerto Rico mayten
Maytenus laevigata	(Vahl) Griseb. ex Eggers	white cinnamon
Maytenus ponceana	Britton	ponce mayten
Mecardonia procumbens	(Mill.) Small	baby jump-up
Mecranium latifolium	(Cogn.) Skean	camasey almendre
Medicago sativa	L.	alfalfa
Megalastrum subincisa	(Willd.) A.R. Sm. & R.C. Moran	jagleaf junglefern
Melaleuca quinquenervia	(Cav.) S.F. Blake	punktree
Melampodium divaricatum	(Rich.) DC.	boton de oro
Melanthera aspera	(Jacq.) Steud. ex Small	yerba de cabra
Melanthera aspera var. aspera	(Jacq.) Steud. ex Small	yerba de cabra
Melanthera aspera var. glabriuscula	(Jacq.) Steud. ex Small	yerba de cabra
Melia azedarach	L.	Chinaberrytree
Melicoccus bijugatus	Jacq.	Spanish lime
Melilotus officinalis	(L.) Lam.	sweetclover
Melinis minutiflora	P. Beauv.	molassesgrass
Melinis repens	(Willd.) Zizka	rose Natal grass
Meliosma herbertii	Rolfe	aguacatillo
Meliosma obtusifolia	(Bello) Krug & Urb.	cacaillo
Melocactus intortus	(Mill.) Urb.	Turk's cap
Melochia nodiflora	Sw.	bretonica prieta
